contextID,slug,alignment,type,subtype,armor_class,hit_points,strength,dexterity,constitution,intelligence,wisdom,charisma,cr
dnd5e,adult_bronze_dragon_bf,,Dragon,,19,255,24,20,32,16,24,28,15
dnd5e,adult_copper_dragon_bf,,Dragon,,18,252,22,22,30,18,24,26,14
dnd5e,adult_gold_dragon_bf,,Dragon,,19,301,26,26,36,18,32,30,17
dnd5e,adult_green_dragon_bf,,Dragon,,19,255,22,22,30,22,24,26,15
dnd5e,adult_red_dragon_bf,,Dragon,,19,301,26,22,36,16,24,32,17
dnd5e,adult_silver_dragon_bf,,Dragon,,19,267,26,20,34,16,24,28,16
dnd5e,adult_white_dragon_bf,,Dragon,,18,238,22,20,32,8,24,24,13
dnd5e,adultcavedragon-tob1-2023,Neutral Evil,Dragon,,18,270,27,12,25,12,14,16,19
dnd5e,adultflamedragon-tob1-2023,Chaotic Evil,Dragon,,19,275,19,14,23,17,14,20,16
dnd5e,adultmithraldragon-tob1-2023,Neutral,Dragon,,18,253,12,22,21,18,19,18,18
dnd5e,adultseadragon-tob1-2023,Neutral Evil,Dragon,,19,275,25,10,23,17,15,19,18
dnd5e,adultvoiddragon-tob1-2023,Chaotic Neutral,Dragon,,19,229,24,10,25,16,13,21,16
dnd5e,adultwinddragon-tob1-2023,Chaotic Neutral,Dragon,,17,187,24,16,22,16,15,18,16
dnd5e,agnibarra,chaotic neutral,Monstrosity,,12,39,12,14,16,8,10,12,1
dnd5e,ahu-nixta,neutral evil,Aberration,,14,67,17,15,14,19,13,10,3
dnd5e,ahu-nixta-cataphract,neutral evil,Aberration,,17,135,20,8,14,19,13,10,8
dnd5e,ahu-nixta-drudge,neutral evil,Aberration,,13,26,15,12,14,12,10,10,0.5
dnd5e,ahu-nixta-mechanon,unaligned,Construct,,14,51,16,12,18,5,14,3,2
dnd5e,ahuizotl,unaligned,Monstrosity,,14,71,16,15,14,6,12,6,2
dnd5e,air-elemental,neutral,Elemental,,15,90,14,20,14,6,10,6,5
dnd5e,air-elemental-a5e,,Elemental,,14,90,10,18,14,6,10,6,5
dnd5e,air_elemental_bf,,Elemental,,15,94,14,20,14,6,10,6,5
dnd5e,akaasit,unaligned,Construct,,15,91,13,18,14,3,10,5,6
dnd5e,akanka,chaotic evil,Fey,,12,45,10,15,14,15,10,16,2
dnd5e,akhlut,unaligned,Beast,,14,120,19,15,15,4,12,10,6
dnd5e,akkorokamui,chaotic good,Celestial,,17,189,21,16,16,19,20,15,12
dnd5e,aklea-a5e,,Celestial,,21,656,30,24,30,22,24,26,22
dnd5e,akyishigal-tob1-2023,Chaotic Evil,Fiend,,18,138,21,17,22,19,14,20,12
dnd5e,al-aeshma-genie,chaotic evil,Elemental,,17,172,21,15,22,15,16,20,9
dnd5e,al-aeshmagenie-tob1-2023,Chaotic Evil,Elemental,,17,149,21,15,22,15,16,20,9
dnd5e,ala,chaotic evil,Fey,,17,127,20,16,18,10,16,8,8
dnd5e,ala-tob1-2023,Chaotic Evil,Fey,,17,127,20,16,18,10,16,8,8
dnd5e,alabaster-tree,neutral good,Celestial,,18,105,20,10,18,10,14,10,7
dnd5e,alabroza,unaligned,Monstrosity,,12,45,14,15,13,4,15,7,1
dnd5e,alabroza-bloodfiend,neutral evil,Fiend,,14,72,16,15,13,9,15,14,4
dnd5e,alazai,chaotic neutral,Elemental,,16,149,21,15,22,10,16,20,10
dnd5e,albino-death-weasel,unaligned,Beast,,13,45,16,14,15,4,15,5,1
dnd5e,alchemical-apprentice,unaligned,Ooze,,11,63,13,6,13,16,6,10,1
dnd5e,alchemical-golem,unaligned,Construct,,15,147,18,7,21,7,10,1,9
dnd5e,alchemical-skunk,unaligned,Monstrosity,,15,66,13,17,14,2,12,7,4
dnd5e,alchemist-a5e,,Humanoid,,14,91,11,16,14,19,14,13,6
dnd5e,alchemist-archer,any alignment,Humanoid,elf,17,135,11,20,16,18,14,10,10
dnd5e,alchemist-tob1-2023,Lawful Neutral,Humanoid,,15,44,7,16,15,16,9,8,2
dnd5e,alehouse-drake,chaotic neutral,Dragon,,13,65,7,16,19,11,12,16,0.5
dnd5e,alehousedrake-tob1-2023,Chaotic Neutral,Dragon,,13,45,7,16,15,11,12,16,1
dnd5e,algorith,lawful neutral,Construct,,18,136,21,14,19,13,16,18,10
dnd5e,algorith-tob1-2023,Lawful Neutral,Construct,,18,153,21,14,19,13,16,18,10
dnd5e,alke,unaligned,Monstrosity,,14,114,18,15,18,4,13,12,5
dnd5e,alkonost,neutral,Monstrosity,,12,17,11,14,10,7,14,13,0.5
dnd5e,alligator,unaligned,Beast,,13,11,15,10,13,2,10,5,0.25
dnd5e,alligator-turtle,unaligned,Beast,,15,11,15,12,13,2,12,7,0.25
dnd5e,alliumite,chaotic neutral,Plant,,14,18,6,18,12,7,12,9,0.25
dnd5e,alliumite-husker,chaotic neutral,Plant,,15,68,15,12,18,9,12,16,2
dnd5e,alliumite-rapscallion,chaotic neutral,Plant,,15,38,6,18,14,9,12,18,2
dnd5e,allosaurus-a5e,,Beast,,15,57,18,18,16,2,12,5,3
dnd5e,alnaar,chaotic evil,Fiend,demon,17,212,20,22,17,9,12,10,9
dnd5e,alp,chaotic evil,Fey,shapechanger,13,44,12,16,14,10,16,8,1
dnd5e,alpha-fish,unaligned,Beast,,13,59,16,13,16,1,10,12,3
dnd5e,alpha-werewolf-a5e,,Humanoid,,12,104,14,14,14,10,10,10,6
dnd5e,alpha-yek,chaotic evil,Fiend,demon,16,129,16,16,16,15,13,10,9
dnd5e,alpine-creeper,unaligned,Plant,,5,95,3,1,17,1,4,1,3
dnd5e,alseid,chaotic neutral,Monstrosity,,14,49,13,17,12,8,16,8,0.5
dnd5e,alseid-grovekeeper,chaotic neutral,Monstrosity,,15,71,13,17,12,8,16,8,3
dnd5e,alseid-tob1-2023,Chaotic Neutral,Monstrosity,,14,33,13,17,12,8,16,8,0.5
dnd5e,alseid-woad-warrior,chaotic neutral,Monstrosity,,14,55,14,17,12,8,16,10,2
dnd5e,altar-flame-golem,neutral,Construct,,16,152,19,9,18,3,10,1,10
dnd5e,amber-ooze,unaligned,Ooze,,7,76,16,5,17,1,6,1,4
dnd5e,ambush_hag_bf,,Fey,,16,156,16,26,16,16,14,26,9
dnd5e,amethyst-dragon-wyrmling-a5e,,Dragon,,16,45,14,14,14,16,10,14,2
dnd5e,ammut,neutral,Celestial,,17,172,20,12,23,6,16,12,9
dnd5e,amphibolt,unaligned,Monstrosity,,15,85,16,18,18,3,9,5,5
dnd5e,amphiptere,unaligned,Beast,,15,60,11,18,17,2,16,6,3
dnd5e,amphiptere-tob1-2023,Unaligned,Beast,,15,60,11,18,17,2,16,6,3
dnd5e,ancient-aboleth-a5e,,Aberration,,17,342,20,12,18,20,20,18,11
dnd5e,ancient-amethyst-dragon-a5e,,Dragon,,20,313,22,24,22,26,16,24,23
dnd5e,ancient-black-dragon,chaotic evil,Dragon,,22,367,27,14,25,16,15,19,21
dnd5e,ancient-black-dragon-a5e,,Dragon,,22,367,26,14,24,16,14,18,23
dnd5e,ancient-blue-dragon,lawful evil,Dragon,,22,481,29,10,27,18,17,21,23
dnd5e,ancient-blue-dragon-a5e,,Dragon,,22,407,28,10,26,18,16,20,25
dnd5e,ancient-boreal-dragon,chaotic neutral,Dragon,,22,407,29,10,27,17,19,18,24
dnd5e,ancient-brass-dragon,chaotic good,Dragon,,20,297,27,10,25,16,15,19,20
dnd5e,ancient-brass-dragon-a5e,,Dragon,,20,367,26,10,24,20,16,18,22
dnd5e,ancient-bronze-dragon,lawful good,Dragon,,22,444,29,10,27,18,17,21,22
dnd5e,ancient-bronze-dragon-a5e,,Dragon,,21,425,28,10,26,18,16,20,24
dnd5e,ancient-copper-dragon,chaotic good,Dragon,,21,350,27,12,25,20,17,19,21
dnd5e,ancient-copper-dragon-a5e,,Dragon,,21,367,26,12,24,20,16,18,23
dnd5e,ancient-earth-dragon-a5e,,Dragon,,22,425,26,14,26,16,22,14,24
dnd5e,ancient-emerald-dragon-a5e,,Dragon,,20,346,26,26,22,26,14,22,24
dnd5e,ancient-flame-dragon,chaotic evil,Dragon,,22,481,23,14,27,19,16,22,24
dnd5e,ancient-gold-dragon,lawful good,Dragon,,22,546,30,14,29,18,17,28,24
dnd5e,ancient-gold-dragon-a5e,,Dragon,,22,487,30,14,28,18,16,28,26
dnd5e,ancient-green-dragon,lawful evil,Dragon,,21,385,27,12,25,20,17,19,22
dnd5e,ancient-green-dragon-a5e,,Dragon,,21,420,26,12,24,20,16,28,24
dnd5e,ancient-imperial-dragon,neutral,Dragon,,22,546,30,12,29,20,18,20,26
dnd5e,ancient-light-dragon,neutral good,Dragon,,22,407,26,10,27,18,20,19,22
dnd5e,ancient-mandriano,lawful evil,Plant,,14,102,21,8,15,12,10,7,8
dnd5e,ancient-mithral-dragon,neutral,Dragon,,20,297,29,16,25,24,25,24,18
dnd5e,ancient-red-dragon,chaotic evil,Dragon,,22,546,30,10,29,18,15,23,24
dnd5e,ancient-red-dragon-a5e,,Dragon,,22,448,30,10,28,18,16,22,26
dnd5e,ancient-river-dragon-a5e,,Dragon,,20,372,20,24,20,16,24,20,23
dnd5e,ancient-sapphire-dragon-a5e,,Dragon,,21,429,24,24,22,26,24,20,25
dnd5e,ancient-sea-dragon,neutral evil,Dragon,,22,481,29,10,27,19,17,21,22
dnd5e,ancient-shadow-dragon-a5e,,Dragon,,21,296,26,16,26,16,16,26,24
dnd5e,ancient-silver-dragon,lawful good,Dragon,,22,487,30,10,29,18,15,23,23
dnd5e,ancient-silver-dragon-a5e,,Dragon,,22,429,30,14,28,18,14,22,25
dnd5e,ancient-titan,neutral good,Celestial,titan,15,198,27,13,22,16,16,20,12
dnd5e,ancient-void-dragon,chaotic neutral,Dragon,,22,448,28,10,29,18,15,23,24
dnd5e,ancient-wasteland-dragon,chaotic evil,Dragon,,22,333,28,10,26,16,15,19,23
dnd5e,ancient-white-dragon,chaotic evil,Dragon,,20,333,26,10,26,10,13,14,20
dnd5e,ancient-white-dragon-a5e,,Dragon,,20,370,26,12,26,10,16,16,22
dnd5e,ancient-wind-dragon,chaotic neutral,Dragon,,20,425,28,19,26,18,17,20,22
dnd5e,ancient_black_dragon_bf,,Dragon,,21,355,28,26,36,16,28,30,20
dnd5e,ancient_blue_dragon_bf,,Dragon,,21,355,28,22,38,18,28,32,20
dnd5e,ancient_brass_dragon_bf,,Dragon,,20,284,26,22,36,16,26,30,17
dnd5e,ancient_bronze_dragon_bf,,Dragon,,21,314,28,22,38,18,28,32,19
dnd5e,ancient_copper_dragon_bf,,Dragon,,21,297,26,22,36,20,28,30,18
dnd5e,ancient_gold_dragon_bf,,Dragon,,22,382,30,28,42,20,36,34,21
dnd5e,ancient_green_dragon_bf,,Dragon,,21,333,26,24,36,24,28,30,19
dnd5e,ancient_red_dragon_bf,,Dragon,,22,382,30,24,42,18,28,36,21
dnd5e,ancient_silver_dragon_bf,,Dragon,,21,355,30,22,40,18,28,32,20
dnd5e,ancient_white_dragon_bf,,Dragon,,20,301,26,22,38,10,28,28,17
dnd5e,ancientcavedragon-tob1-2023,Neutral Evil,Dragon,,20,507,30,12,29,14,16,18,25
dnd5e,ancientflamedragon-tob1-2023,Chaotic Evil,Dragon,,22,518,23,14,27,19,16,22,23
dnd5e,ancientmithraldragon-tob1-2023,Neutral,Dragon,,20,490,12,26,25,20,21,20,22
dnd5e,ancientseadragon-tob1-2023,Neutral Evil,Dragon,,22,518,29,10,27,19,17,21,23
dnd5e,ancienttitan-tob1-2023,Neutral Good,Celestial,,15,198,27,13,22,16,16,20,12
dnd5e,ancientvoiddragon-tob1-2023,Chaotic Neutral,Dragon,,22,429,28,10,29,18,15,23,24
dnd5e,ancientwinddragon-tob1-2023,Chaotic Neutral,Dragon,,20,351,28,16,26,18,17,20,21
dnd5e,andrenjinyi,neutral,Celestial,,18,228,30,17,25,10,18,23,15
dnd5e,androsphinx,lawful neutral,Monstrosity,,17,199,22,10,20,16,18,23,17
dnd5e,androsphinx_bf,,Monstrosity,,17,284,22,20,32,28,30,22,17
dnd5e,angatra,neutral evil,Undead,,17,85,14,20,18,8,12,15,6
dnd5e,angatra-tob1-2023,Neutral Evil,Undead,,17,85,14,20,18,8,12,15,6
dnd5e,angel-chained,neutral evil,Celestial,,16,88,18,16,12,12,18,20,8
dnd5e,angel-haladron,lawful good,Celestial,,13,28,13,12,12,15,15,10,0.5
dnd5e,angel-kalkydra,lawful good,Celestial,,18,189,22,14,24,17,21,23,13
dnd5e,angel-of-judgment,neutral,Celestial,,19,229,23,18,25,22,24,20,18
dnd5e,angel-pelagic-deva,neutral good,Celestial,,17,142,19,18,20,17,20,22,11
dnd5e,angel-psychopomp,lawful neutral,Celestial,,14,68,17,14,18,14,16,18,4
dnd5e,angel-shrouded,chaotic good,Celestial,,18,161,18,20,20,16,22,10,13
dnd5e,angel-zirnitran,neutral good,Celestial,,19,325,19,14,23,25,25,20,20
dnd5e,angelic-enforcer,lawful good,Celestial,,18,152,22,18,18,18,20,20,12
dnd5e,angler-worm,unaligned,Monstrosity,,14,133,14,5,16,3,14,1,4
dnd5e,anglerworm-tob1-2023,Unaligned,Monstrosity,,14,104,14,5,16,3,14,1,4
dnd5e,animal-lord-mammoth-queen,chaotic good,Fey,,20,250,25,10,22,15,18,19,18
dnd5e,animated-armor,unaligned,Construct,,18,33,14,11,13,1,3,1,1
dnd5e,animated-armor-a5e,,Construct,,18,31,14,10,10,1,10,1,1
dnd5e,animated-bearskin-rug,unaligned,Construct,,13,65,18,13,12,1,3,1,4
dnd5e,animated-instrument,unaligned,Construct,,12,17,1,12,11,1,5,15,0.25
dnd5e,animated-instrument-quartet,unaligned,Construct,,14,102,10,16,17,4,5,18,4
dnd5e,animated-instrument-symphony,neutral,Construct,,15,201,12,18,20,10,8,22,15
dnd5e,animated-offal,unaligned,Ooze,,8,207,18,6,20,1,7,1,9
dnd5e,animated_armor_bf,,Construct,,18,34,18,10,12,1,6,1,1
dnd5e,aniwye,neutral evil,Monstrosity,shapechanger,15,102,19,14,16,8,14,9,5
dnd5e,ankheg,unaligned,Monstrosity,,14,39,17,11,13,1,13,6,2
dnd5e,ankheg-a5e,,Monstrosity,,14,45,16,10,14,2,14,8,2
dnd5e,ankheg-queen-a5e,,Monstrosity,,14,59,16,10,14,2,14,8,3
dnd5e,ankheg-spawn-a5e,,Monstrosity,,13,11,14,12,12,2,14,8,0.25
dnd5e,ankheg_bf,,Monstrosity,Animal,14,57,20,10,12,1,12,6,2
dnd5e,ankou-soul-herald,neutral,Dragon,,18,407,25,10,27,17,18,19,21
dnd5e,ankou-soul-seeker,neutral,Dragon,,15,171,17,10,19,13,14,16,8
dnd5e,ankylosaurus-a5e,,Beast,,16,63,18,10,18,2,12,5,3
dnd5e,annelidast-tob1-2023,Unaligned,Monstrosity,,18,184,26,10,20,1,10,4,12
dnd5e,anophiloi,neutral,Monstrosity,,12,33,12,14,14,5,12,6,1
dnd5e,anubian,chaotic evil,Elemental,,13,44,12,16,12,10,12,10,2
dnd5e,anubian-tob1-2023,Chaotic Evil,Elemental,,13,44,12,16,12,10,12,10,2
dnd5e,anzu,neutral,Monstrosity,,16,152,20,14,18,7,15,10,9
dnd5e,apau-perape,chaotic evil,Fiend,demon,16,95,21,18,19,10,12,15,6
dnd5e,apauperape-tob1-2023,Chaotic Evil,Fiend,,16,95,21,18,19,10,12,15,6
dnd5e,apaxrusl,neutral,Construct,,13,60,17,13,16,9,6,7,3
dnd5e,ape,unaligned,Beast,,12,19,16,14,14,6,12,7,0.5
dnd5e,ape-a5e,,Beast,,12,19,16,14,14,6,12,6,0.5
dnd5e,ape_bf,,Beast,,12,25,20,14,14,6,12,6,0.5
dnd5e,ape_giant_bf,,Beast,,12,176,26,14,18,6,12,6,7
dnd5e,aphasian-abomination,unaligned,Construct,,15,170,1,20,16,17,20,5,10
dnd5e,apprentice-mage-a5e,,Humanoid,,10,11,10,10,12,14,10,10,0.5
dnd5e,arachnocrat,lawful evil,Fiend,devil,15,93,13,17,12,16,14,18,5
dnd5e,arbeyach,lawful evil,Fiend,devil,17,275,22,20,25,19,21,25,21
dnd5e,arborcyte,chaotic neutral,Plant,,16,127,21,12,16,5,10,3,8
dnd5e,arboreal-grappler,neutral evil,Aberration,,14,90,16,16,16,6,10,6,3
dnd5e,arborealgrappler-tob1-2023,Neutral Evil,Aberration,,14,90,16,16,16,6,10,6,4
dnd5e,arcamag,neutral,Monstrosity,shapechanger,13,22,7,10,15,5,12,18,2
dnd5e,arcanaphage,unaligned,Monstrosity,,14,60,10,18,16,2,10,8,4
dnd5e,arcane-blademaster-a5e,,Humanoid,,20,256,20,12,20,20,14,12,19
dnd5e,arcane-leviathan,unaligned,Construct,,17,279,26,5,21,5,17,8,16
dnd5e,arcane-scavenger,neutral,Construct,,17,127,19,18,14,16,16,13,9
dnd5e,archaeopteryx,unaligned,Beast,,12,7,6,13,10,2,14,6,0.25
dnd5e,archdruid_bf,,Humanoid,Any Lineage,17,210,16,14,12,22,28,12,12
dnd5e,archfey-a5e,,Fey,,16,330,16,20,16,16,20,20,12
dnd5e,archmage,any alignment,Humanoid,any race,12,99,10,14,12,20,15,16,12
dnd5e,archmage-a5e,,Humanoid,,12,117,10,14,14,20,16,14,11
dnd5e,archmage_bf,,Humanoid,Any Lineage,17,212,10,14,12,28,22,16,12
dnd5e,archon-siege,lawful good,Celestial,,18,187,22,14,22,10,20,17,13
dnd5e,archon-ursan,chaotic good,Celestial,,16,142,21,14,18,13,17,16,9
dnd5e,archon-word,lawful good,Celestial,,13,28,10,14,13,13,17,16,1
dnd5e,archpriest-a5e,,Humanoid,,20,150,18,10,16,14,20,16,16
dnd5e,aridni,neutral evil,Fey,,15,82,9,21,14,12,11,16,5
dnd5e,aridni-tob1-2023,Neutral Evil,Fey,,15,82,9,21,14,12,11,16,5
dnd5e,armory-golem,unaligned,Construct,,15,136,20,14,16,10,10,2,7
dnd5e,arx-tob1-2023,Lawful Evil,Fiend,,17,171,20,8,19,11,15,8,9
dnd5e,asanbosam,chaotic evil,Aberration,,14,102,18,13,17,11,10,5,5
dnd5e,asanbosam-tob1-2023,Chaotic Evil,Aberration,,14,102,18,13,17,11,10,5,5
dnd5e,ascetic-grandmaster-a5e,,Humanoid,,20,172,16,20,16,10,20,10,14
dnd5e,ash-drake,neutral evil,Dragon,,16,117,14,15,16,9,15,10,4
dnd5e,ash-phoenix,neutral evil,Undead,,15,105,17,20,15,8,14,9,9
dnd5e,ashdrake-tob1-2023,Neutral Evil,Dragon,,16,117,14,15,16,9,15,10,4
dnd5e,ashen-custodian,neutral,Fey,,15,99,10,21,12,14,15,18,6
dnd5e,ashwalker-tob1-2023,Neutral Evil,Undead,,12,31,13,15,10,7,10,6,1
dnd5e,asp-vine,unaligned,Plant,,13,55,14,12,12,1,3,1,4
dnd5e,assassin,any non-good alignment,Humanoid,any race,15,78,11,16,14,13,11,10,8
dnd5e,assassin-a5e,,Humanoid,,16,97,10,16,14,12,12,12,7
dnd5e,assassin_bf,,Humanoid,Any Lineage,15,157,10,22,14,18,10,10,8
dnd5e,astral-devourer,chaotic evil,Aberration,,16,90,13,16,17,14,16,12,8
dnd5e,astral-snapper,neutral evil,Aberration,,12,78,12,15,14,12,16,8,3
dnd5e,astralsupial,unaligned,Beast,,14,82,8,17,14,4,12,14,4
dnd5e,astri,chaotic good,Celestial,,15,112,12,21,18,15,16,20,8
dnd5e,attercroppe,chaotic evil,Fey,,14,21,8,18,12,11,13,15,0.5
dnd5e,august-rooster,neutral evil,Monstrosity,,14,75,10,17,16,8,7,18,4
dnd5e,aural-hunter,chaotic evil,Aberration,,15,127,16,14,16,7,19,6,5
dnd5e,aurora-horribilis,chaotic neutral,Aberration,,15,119,8,20,17,7,14,21,9
dnd5e,automata-devil,lawful evil,Fiend,devil,17,168,24,17,20,11,14,19,10
dnd5e,automatadevil-tob1-2023,Lawful Evil,Fiend,,17,168,24,17,20,11,14,19,10
dnd5e,avalanche-screamer,chaotic evil,Aberration,,15,133,18,9,19,5,12,8,7
dnd5e,avatar-of-shoth,lawful neutral,Aberration,shoth,18,341,20,9,20,18,20,22,21
dnd5e,avestruzii,any alignment,Humanoid,,14,22,14,10,16,8,10,10,0.5
dnd5e,avestruzii-champion,any alignment,Humanoid,,15,45,17,12,16,10,10,10,2
dnd5e,aviere,any good,Celestial,,12,17,7,14,13,10,12,14,0.5
dnd5e,avulzor,lawful evil,Aberration,,17,135,19,17,14,18,16,15,8
dnd5e,awakened-shrub,unaligned,Plant,,9,10,3,8,11,10,10,6,0
dnd5e,awakened-shrub-a5e,,Plant,,9,7,2,8,10,10,10,6,0
dnd5e,awakened-tree,unaligned,Plant,,13,59,19,6,15,10,10,7,2
dnd5e,awakened-tree-a5e,,Plant,,13,51,18,6,14,10,10,10,2
dnd5e,awakened_shrub_bf,,Plant,,10,9,2,10,10,10,10,6,0
dnd5e,awakened_tree_bf,,Plant,,13,60,18,6,14,10,10,6,2
dnd5e,axe-beak,unaligned,Beast,,11,19,14,12,12,2,10,5,0.25
dnd5e,axe-beak-a5e,,Beast,,11,16,14,12,10,2,10,4,0.25
dnd5e,axe_beak_bf,,Beast,,11,13,14,12,12,2,10,4,0.25
dnd5e,azeban,chaotic neutral,Fey,,16,78,16,16,14,15,8,18,4
dnd5e,azer,lawful neutral,Elemental,,17,39,17,12,15,12,13,10,2
dnd5e,azer-a5e,,Elemental,,16,39,16,12,14,10,12,10,2
dnd5e,azer-forgemaster-a5e,,Elemental,,16,78,18,14,14,12,16,16,4
dnd5e,azer_bf,,Elemental,,17,49,16,12,18,12,12,10,2
dnd5e,azi-dahaka,chaotic evil,Dragon,,15,157,21,14,19,14,13,17,14
dnd5e,aziza,chaotic good,Fey,,15,21,8,18,13,10,14,12,0.5
dnd5e,azza-gremlin,neutral,Fey,,14,7,5,18,10,12,13,10,0.25
dnd5e,azzagremlin-tob1-2023,Neutral,Fey,,14,7,5,18,10,12,13,16,0.25
dnd5e,baba-yagas-horsemen-black-night,lawful neutral,Fey,,20,171,22,11,21,16,18,18,11
